#           N         Chain          BCCA          BPCA
 3.083031e+08  1.036309e+01  5.245855e+01  5.572903e+01
 3.258562e+08  1.036309e+01  5.250599e+01  5.578319e+01
 3.444087e+08  1.036310e+01  5.255323e+01  5.583717e+01
 3.640175e+08  1.036310e+01  5.260030e+01  5.589095e+01
 3.847427e+08  1.036310e+01  5.264717e+01  5.594455e+01
 4.066478e+08  1.036311e+01  5.269387e+01  5.599796e+01
 4.298001e+08  1.036311e+01  5.274038e+01  5.605119e+01
 4.542706e+08  1.036311e+01  5.278671e+01  5.610424e+01
 4.801343e+08  1.036312e+01  5.283286e+01  5.615712e+01
 5.074705e+08  1.036312e+01  5.287883e+01  5.620981e+01
 5.363631e+08  1.036312e+01  5.292463e+01  5.626234e+01
 5.669007e+08  1.036313e+01  5.297025e+01  5.631469e+01
 5.991770e+08  1.036313e+01  5.301569e+01  5.636687e+01
 6.332908e+08  1.036313e+01  5.306096e+01  5.641888e+01
 6.693470e+08  1.036314e+01  5.310606e+01  5.647072e+01
 7.074559e+08  1.036314e+01  5.315099e+01  5.652240e+01
 7.477346e+08  1.036314e+01  5.319575e+01  5.657392e+01
 7.903066e+08  1.036315e+01  5.324034e+01  5.662528e+01
 8.353023e+08  1.036315e+01  5.328476e+01  5.667648e+01
 8.828599e+08  1.036315e+01  5.332902e+01  5.672752e+01
 9.331251e+08  1.036316e+01  5.337311e+01  5.677840e+01
 9.862522e+08  1.036316e+01  5.341703e+01  5.682913e+01
 1.042404e+09  1.036316e+01  5.346079e+01  5.687971e+01
 1.101753e+09  1.036317e+01  5.350439e+01  5.693014e+01
 1.164481e+09  1.036317e+01  5.354783e+01  5.698041e+01
 1.230780e+09  1.036317e+01  5.359111e+01  5.703055e+01
 1.300854e+09  1.036318e+01  5.363423e+01  5.708053e+01
 1.374917e+09  1.036318e+01  5.367719e+01  5.713037e+01
 1.453198e+09  1.036318e+01  5.372000e+01  5.718007e+01
 1.535935e+09  1.036319e+01  5.376265e+01  5.722963e+01
 1.623382e+09  1.036319e+01  5.380514e+01  5.727904e+01
 1.715809e+09  1.036319e+01  5.384748e+01  5.732832e+01
 1.813498e+09  1.036320e+01  5.388966e+01  5.737746e+01
 1.916748e+09  1.036320e+01  5.393170e+01  5.742647e+01
 2.025878e+09  1.036320e+01  5.397358e+01  5.747534e+01
 2.141220e+09  1.036321e+01  5.401531e+01  5.752408e+01
 2.263130e+09  1.036321e+01  5.405689e+01  5.757269e+01
 2.391980e+09  1.036321e+01  5.409832e+01  5.762117e+01
 2.528166e+09  1.036322e+01  5.413961e+01  5.766952e+01
 2.672106e+09  1.036322e+01  5.418075e+01  5.771774e+01
 2.824241e+09  1.036323e+01  5.422174e+01  5.776583e+01
 2.985038e+09  1.036323e+01  5.426258e+01  5.781381e+01
 3.154990e+09  1.036323e+01  5.430329e+01  5.786165e+01
 3.334618e+09  1.036324e+01  5.434384e+01  5.790938e+01
 3.524473e+09  1.036324e+01  5.438426e+01  5.795698e+01
 3.725137e+09  1.036324e+01  5.442453e+01  5.800447e+01
 3.937226e+09  1.036325e+01  5.446466e+01  5.805183e+01
 4.161391e+09  1.036325e+01  5.450465e+01  5.809908e+01
 4.398317e+09  1.036325e+01  5.454450e+01  5.814621e+01
 4.648734e+09  1.036326e+01  5.458421e+01  5.819323e+01
 4.913407e+09  1.036326e+01  5.462378e+01  5.824013e+01
 5.193150e+09  1.036326e+01  5.466322e+01  5.828692e+01
 5.488820e+09  1.036327e+01  5.470252e+01  5.833360e+01
 5.801323e+09  1.036327e+01  5.474168e+01  5.838017e+01
 6.131619e+09  1.036328e+01  5.478071e+01  5.842662e+01
 6.480720e+09  1.036328e+01  5.481960e+01  5.847297e+01
 6.849697e+09  1.036328e+01  5.485836e+01  5.851921e+01
 7.239681e+09  1.036329e+01  5.489698e+01  5.856534e+01
 7.651869e+09  1.036329e+01  5.493547e+01  5.861137e+01
 8.087525e+09  1.036329e+01  5.497383e+01  5.865729e+01
 8.547985e+09  1.036330e+01  5.501206e+01  5.870311e+01
 9.034660e+09  1.036330e+01  5.505016e+01  5.874882e+01
 9.549045e+09  1.036330e+01  5.508813e+01  5.879444e+01
 1.009272e+10  1.036331e+01  5.512597e+01  5.883995e+01
 1.066734e+10  1.036331e+01  5.516368e+01  5.888536e+01
 1.127468e+10  1.036332e+01  5.520126e+01  5.893068e+01
 1.191660e+10  1.036332e+01  5.523871e+01  5.897589e+01
 1.259506e+10  1.036332e+01  5.527604e+01  5.902101e+01
